Nombre,Composición por 100g de Porción Comestible,Composition per 100g Edible Portion,P. comestible  por 1g,Edible P. per 1g,Energía kcal,kcal energy,Agua g,g water,Alcohol g,Alcohol g,Proteínas g,g proteins,H. de Carbono g,Carbon H. g,Almidón g,Starch g,Azúcares  sencillos g,Simple sugars g,Azúcares libres g,free sugars g,Fibra vegetal g,Vegetable fiber g,Grasa total g,Total fat g,AGS g,AGS g,AGM g,AGM g,AGP g,AGP g,Colesterol mg,Cholesterol mg,Vitamina A (Eq. de Retinol) µg,Vitamin A (Retinol Eq.) µg,Retinol µg,Retinol µg,Carotenoides (Eq. ß-caroteno)  µg,Carotenoids (Eq. ß-carotene) µg,Vit. D µg,Vit. D µg,Vit. E (Eq. a-tocoferol) mg,Vit. E (Eq. a-tocopherol) mg,Vit. K µg,Vit. K µg,Vitamina B1  mg,Vitamin B1 mg,Vitamina B2  mg,Vitamin B2 mg,Equivalentes de Niacina  mg,Niacin mg equivalents,Vit. B6  mg,Vit. B6mg,Eq. Folato dietético  µg,Eq. Dietary folate µg,Vit. B12  µg,Vit. B12 µg,Pantoténico  mg,Pantothenic mg,Biotina  µg,Biotin µg,Vit. C  mg,Vit. Cmg,Calcio  mg,Calcium mg,Fósforo  mg,Phosphorus mg,Hierro  mg,Iron mg,Iodo  µg,Iodine µg,Cinc  mg,Zinc mg,Magnesio  mg,Magnesium mg,Sodio  mg,Sodium mg,Potasio  mg,Potassium mg,Manganeso  mg,Manganese mg,Cobre  mg,Copper mg,Selenio  µg,Selenium µg
110109,Refresco aroma lima- limón,Lemon-lime aroma soft drink,1,1,"58,4",58.4,"85,4",85.4,0,0,0,0,"14,6",14.6,0,0,"14,6",14.6,"14,6",14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,0,0,0,0,0,0,___,___,0,0,2,2,16,16,0,0,Tr.,Tr.,Tr.,Tr.,0,0,7,7,1,1,13,13,12,12,0,0
110110,Refresco de té,tea soft drink,1,1,"36,4",36.4,"90,9",90.9,0,0,0,0,"9,1",9.1,0,0,"9,1",9.1,"9,1",9.1,0,0,0,0,0,0,0,0,0,0,0,0,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,3,3,36,36,___,___,___,___,"0,06",0.06,1,1,21,21,19,19,___,___,___,___,___,___
110111,Refresco de té bajo en calorías,Low calorie tea soda,1,1,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,3,3,36,36,___,___,___,___,"0,06",0.06,1,1,21,21,19,19,___,___,___,___,___,___
110112,Refresco sabor cola,Cola flavor soft drink,1,1,"43,6",43.6,"89,2",89.2,0,0,0,0,"10,9",10.9,0,0,"10,9",10.9,"10,9",10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,15,"0,03",0.03,Tr.,Tr.,"0,01",0.01,1,1,8,8,1,1,9,9,"0,03",0.03,"0,1",0.1
110113,Refresco sabor cola bajo en calorías,Low calorie cola flavored soft drink,1,1,"0,4",0.4,"99,9",99.9,0,0,0,0,"0,1",0.1,0,0,"0,1",0.1,"0,1",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,4,4,12,12,"0,03",0.03,Tr.,Tr.,"0,03",0.03,1,1,7,7,4,4,9,9,"0,01",0.01,"0,1",0.1
110114,Refresco sabor cola sin cafeína,Cola flavor soft drink without caffeine,1,1,"43,2",43.2,"89,3",89.3,0,0,0,0,"10,8",10.8,0,0,"10,8",10.8,"10,8",10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,3,3,12,12,"0,03",0.03,Tr.,Tr.,"0,01",0.01,1,1,4,4,1,1,18,18,11,11,"0,1",0.1
110115,Refresco sabor cola sin cafeína bajo en calorías,"Cola flavor soft drink without caffeine, low in calories",1,1,"0,8",0.8,"99,8",99.8,0,0,"0,1",0.1,"0,1",0.1,0,0,"0,1",0.1,"0,1",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,23,23,0,0,0,0,0,0,0,0,0,0,___,___,0,0,4,4,9,9,"0,03",0.03,Tr.,Tr.,"0,08",0.08,1,1,6,6,0,0,35,35,11,11,"0,1",0.1
110116,Refresco sabor limón,Lemon flavor soft drink,1,1,"45,6",45.6,"88,6",88.6,0,0,Tr.,Tr.,"11,4",11.4,0,0,"11,4",11.4,"11,4",11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,0,0,Tr.,Tr.,"0,02",0.02,Tr.,Tr.,Tr.,Tr.,0,0,0,0,0,0,___,___,Tr.,Tr.,2,2,0,0,"0,06",0.06,Tr.,Tr.,Tr.,Tr.,1,1,5,5,1,1,13,13,15,15,0,0
110117,Refresco sabor naranja,Orange flavor soft drink,1,1,42,42,"89,5",89.5,0,0,Tr.,Tr.,"10,5",10.5,0,0,"10,5",10.5,"10,5",10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,0,0,___,___,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.,1,1,0,0,___,___,___,___,1,1,1,1,0,0,0,0,___,___,Tr.,Tr.,1,1,5,5,10,10,13,13,15,15,0,0
110118,Soda sifón,soda siphon,1,1,"35,2",35.2,"91,2",91.2,0,0,0,0,"8,8",8.8,0,0,"8,8",8.8,"8,8",8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,1,1,0,0,"0,01",0.01,Tr.,Tr.,Tr.,Tr.,0,0,4,4,0,0,1,1,6,6,0,0
110119,Tónica,Tonic,1,1,"36,8",36.8,"90,8",90.8,0,0,0,0,"9,2",9.2,0,0,"9,2",9.2,"9,2",9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0.01,0,0,"0,01",0.01,"0,02",0.02,0,0,0,0,0,0,0,0,0,0,___,___,0,0,3,3,0,0,0,0,Tr.,Tr.,Tr.,Tr.,0,0,3,3,0,0,1,1,6,6,0,0
110201,Achicoria,Chicory,1,1,"10,6",10.6,"95,2",95.2,0,0,"0,5",0.5,"2,4",2.4,0,0,"2,4",2.4,0,0,"1,3",1.3,"0,6",0.6,"0,2",0.2,Tr.,Tr.,"0,3",0.3,0,0,20,20,0,0,120,120,0,0,"0,1",0.1,10,10,58,58,34,34,"0,3",0.3,"0,01",0.01,14,14,0,0,"0,42",0.42,"4,8",4.8,5,5,21,21,26,26,"0,4",0.4,3,3,"0,2",0.2,6,6,"4,3",4.3,170,170,"0,3",0.3,"0,05",0.05,"0,1",0.1
110202,Café capuccino en polvo soluble,Cappuccino coffee soluble powder,1,1,396,396,"13,3",13.3,0,0,"10,6",10.6,"60,8",60.8,"10,1",10.1,"50,7",50.7,44,44,"3,9",3.9,"11,4",11.4,7,7,"3,3",3.3,"0,5",0.5,___,___,0,0,0,0,0,0,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,317,317,___,___,___,___,___,___,___,___,___,___,400,400,___,___,___,___,___,___,___,___
110203,Café descafeinado en grano,decaffeinated coffee beans,1,1,315,315,"4,3",4.3,0,0,"13,5",13.5,"6,7",6.7,0,0,"6,7",6.7,0,0,"58,2",58.2,"13,1",13.1,"5,2",5.2,"1,1",1.1,"5,1",5.1,0,0,1,1,0,0,6,6,0,0,"2,7",2.7,10,10,"0,07",0.07,"0,18",0.18,13,13,"0,14",0.14,22,22,0,0,"0,23",0.23,___,___,0,0,146,146,192,192,17,17,"3,3",3.3,"0,71",0.71,201,201,12,12,1653,1653,27,27,"1,7",1.7,"4,9",4.9
110204,Café descafeinado en polvo soluble,Decaffeinated coffee powder soluble,1,1,228,228,"3,2",3.2,0,0,"13,9",13.9,"42,6",42.6,"17,4",17.4,"25,2",25.2,"18,5",18.5,0,0,"0,22",0.22,"0,1",0.1,"0,02",0.02,"0,09",0.09,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,"1,9",1.9,8,8,"1,4",1.4,"28,6",28.6,29,29,0,0,0,0,97,97,___,___,0,0,160,160,286,286,"3,8",3.8,0,0,"0,11",0.11,311,311,23,23,3501,3501,"1,2",1.2,69,69,"17,3",17.3
110205,Café descafeinado liquido,Liquid decaffeinated coffee,1,1,"12,2",12.2,"96,3",96.3,0,0,"0,52",0.52,"0,25",0.25,0,0,"0,25",0.25,0,0,"2,3",23,"0,5",0.5,"0,19",0.19,42,42,"0,19",0.19,0,0,0,0,0,0,0,0,0,0,"0,1",0.1,"0,38",0.38,27,27,69,69,"0,5",0.5,54,54,"0,85",0.85,0,0,88,88,0,0,0,0,"5,6",5.6,"7,3",7.3,"0,65",0.65,"0,13",0.13,27,27,"7,7",7.7,"0,46",0.46,"63,7",63.7,1,1,65,65,"0,19",0.19
110206,Café en grano,coffee beans,1,1,315,315,"4,3",4.3,0,0,"13,5",13.5,"6,7",6.7,0,0,"6,7",6.7,0,0,"58,2",58.2,"13,1",13.1,"5,2",5.2,"1,1",1.1,"5,1",5.1,0,0,1,1,0,0,6,6,0,0,"2,7",2.7,10,10,"0,07",0.07,"0,18",0.18,13,13,"0,14",0.14,22,22,0,0,"0,23",0.23,___,___,0,0,146,146,192,192,17,17,"3,3",3.3,"0,71",0.71,201,201,12,12,1653,1653,27,27,"1,7",1.7,"4,9",4.9
110207,Café en polvo soluble,Soluble coffee powder,1,1,227,227,"3,5",3.5,0,0,"14,6",14.6,"41,1",41.1,"16,8",16.8,"24,3",24.3,"17,6",17.6,0,0,"0,5",0.5,"0,19",0.19,41,41,"0,2",0.2,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,"1,9",1.9,8,8,"0,11",0.11,"24,9",24.9,"0,03",0.03,3,3,0,0,97,97,0,0,0,0,160,160,350,350,"4,4",4.4,0,0,"0,48",0.48,390,390,41,41,4000,4000,"1,8",1.8,59,59,"12,6",12.6
110208,Café liquido,liquid coffee,1,1,"12,2",12.2,"96,3",96.3,0,0,"0,52",0.52,"0,25",0.25,0,0,"0,25",0.25,0,0,"2,3",23,"0,5",0.5,"0,19",0.19,42,42,"0,19",0.19,0,0,38,38,0,0,"0,23",0.23,0,0,"0,1",0.1,"0,38",0.38,27,27,69,69,"0,5",0.5,54,54,"0,85",0.85,0,0,88,88,0,0,0,0,"5,6",5.6,"7,3",7.3,"0,65",0.65,"0,13",0.13,27,27,"7,7",7.7,"0,46",0.46,"63,7",63.7,1,1,65,65,"0,19",0.19
110209,Infusión de manzanilla,Chamomile infusion,1,1,1,1,"99,8",99.8,0,0,0,0,"0,2",0.2,___,___,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,12,12,0,0,0,0,0,0,"0,01",0.01,4,4,0,0,0,0,1,1,0,0,11,11,___,___,0,0,2,2,0,0,"0,1",0.1,___,___,"0,04",0.04,1,1,1,1,9,9,44,44,15,15,0,0
110210,Infusión genérica,Generic infusion,1,1,0,0,"99,9",99.9,0,0,Tr.,Tr.,Tr.,Tr.,___,___,___,___,0,0,Tr.,Tr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,Tr.,Tr.,"0,1",0.1,0,0,___,___,0,0,___,___,___,___,0,0,Tr.,Tr.,1,1,Tr.,Tr.,___,___,0,0,1,1,Tr.,Tr.,19,19,___,___,___,___,___,___
110211,Sucedáneo de café soluble,Instant coffee substitute,1,1,404,404,"3,3",3.3,0,0,"12,3",12.3,"80,9",80.9,"80,9",80.9,0,0,0,0,"0,1",0.1,"3,4",3.4,"0,63",0.63,"0,37",0.37,"1,8",1.8,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,"1,9",1.9,"0,01",0.01,"0,1",0.1,"17,5",17.5,"0,22",0.22,0,0,0,0,"0,75",0.75,___,___,0,0,250,250,450,450,2,2,0,0,"0,5",0.5,244,244,73,73,1840,1840,"1,1",1.1,"0,21",0.21,"14,8",14.8
110212,Té,Tea,1,1,220,220,"9,3",9.3,0,0,"19,6",19.6,3,3,Tr.,Tr.,3,3,0,0,"55,8",55.8,2,2,"0,44",0.44,"0,22",0.22,"0,89",0.89,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,262,262,25,25,"0,95",0.95,"0,1",0.1,"0,25",0.25,5,5,0,0,"1,3",1.3,___,___,Tr.,Tr.,302,302,314,314,17,17,11,11,"3,2",3.2,184,184,14,14,1640,1640,"0,14",0.14,"2,5",2.5,"5,4",5.4
110213,Té con agua,tea with water,1,1,"1,9",1.9,"99,1",99.1,0,0,"0,17",0.17,26,26,0,0,26,26,0,0,"0,49",0.49,17,17,38,38,19,19,79,79,0,0,0,0,0,0,0,0,0,0,0,0,"2,3",23,2,2,84,84,9,9,22,22,44,44,0,0,11,11,0,0,0,0,"2,6",2.6,"2,7",2.7,"0,15",0.15,94,94,28,28,"1,6",1.6,"0,12",0.12,"14,2",14.2,12,12,22,22,47,47
110301,Bebida isotónica,Isotonic drink,1,1,"28,4",28.4,"92,9",92.9,0,0,0,0,"7,1",7.1,0,0,"7,1",7.1,"7,1",7.1,0,0,0,0,0,0,0,0,0,0,0,0,"0,06",0.06,32,32,0,0,___,___,"0,6",0.6,___,___,"0,09",0.09,"0,12",0.12,"1,2",1.2,"0,13",0.13,"0,03",0.03,___,___,___,___,___,___,10,10,1,1,3,3,___,___,___,___,___,___,12,12,70,70,18,18,___,___,___,___,___,___
110401,Néctar de frutas envasado,Packaged fruit nectar,1,1,"54,4",54.4,"86,4",86.4,0,0,"0,4",0.4,"13,2",13.2,0,0,"13,2",13.2,"9,2",9.2,0,0,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,0,0,"16,7",16.7,0,0,100,100,0,0,"0,3",0.3,___,___,"0,04",0.04,"0,03",0.03,"0,25",0.25,"0,01",0.01,5,5,0,0,___,___,___,___,15,15,15,15,10,10,"0,1",0.1,___,___,Tr.,Tr.,8,8,3,3,120,120,___,___,___,___,___,___
110402,Sorbete de limón,lemon sorbet,1,1,140,140,"64,9",64.9,0,0,"0,9",0.9,"34,2",34.2,0,0,"34,2",34.2,31,31,___,___,Tr.,Tr.,___,___,___,___,___,___,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,___,___,Tr.,Tr.,4,4,"0,3",0.3,"0,01",0.01,1,1,0,0,___,___,___,___,Tr.,Tr.,2,2,5,5,Tr.,Tr.,Tr.,Tr.,1,1,2,2,18,18,42,42,___,___,___,___,1,1
110403,Zumo comercial de naranja,Commercial orange juice,1,1,"43,3",43.3,"89,1",89.1,0,0,"0,63",0.63,"9,4",9.4,0,0,"9,4",9.4,0,0,"0,7",0.7,"0,2",0.2,26,26,36,36,49,49,0,0,"2,6",2.6,0,0,"15,5",15.5,0,0,"0,25",0.25,"0,1",0.1,"0,03",0.03,"0,02",0.02,"0,28",0.28,"0,02",0.02,"18,6",18.6,0,0,"0,13",0.13,1,1,"30,5",30.5,"10,8",10.8,13,13,"0,15",0.15,2,2,"0,11",0.11,"10,9",10.9,"1,4",1.4,150,150,"0,03",0.03,57,57,1,1
110404,Zumo comercial sabor frutas tropicales,Commercial tropical fruit flavored juice,1,1,"60,8",60.8,"84,8",84.8,0,0,"0,3",0.3,"14,9",14.9,0,0,"14,9",14.9,0,0,0,0,0,0,0,0,0,0,0,0,___,___,120,120,0,0,0,0,___,___,"1,5",1.5,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,9,9,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___
110405,Zumo de mango,mango juice,1,1,42,42,"89,9",89.9,0,0,"0,1",0.1,"9,8",9.8,1,1,"8,8",8.8,0,0,"0,3",0.3,"0,2",0.2,"0,06",0.06,___,___,___,___,0,0,35,35,___,___,___,___,0,0,"1,1",1.1,___,___,"0,01",0.01,"0,01",0.01,"0,5",0.5,___,___,___,___,0,0,___,___,___,___,"13,9",13.9,9,9,22,22,0,0,___,___,___,___,___,___,1,1,18,18,___,___,___,___,___,___
110406,Zumo de manzana,Apple juice,1,1,"48,9",48.9,88,88,0,0,63,63,"11,9",11.9,0,0,"11,9",11.9,0,0,"0,01",0.01,"0,11",0.11,19,19,5,5,36,36,0,0,0,0,0,0,0,0,0,0,"0,01",0.01,"0,1",0.1,"0,02",0.02,25,25,"0,12",0.12,"0,05",0.05,"3,1",3.1,0,0,55,55,1,1,"1,4",1.4,"6,9",6.9,7,7,"0,26",0.26,1,1,"0,12",0.12,"4,2",4.2,"2,2",2.2,116,116,"0,12",0.12,59,59,"0,1",0.1
110407,Zumo de melocotón,peach juice,1,1,"47,1",47.1,"88,4",88.4,0,0,"0,63",0.63,"10,5",10.5,0,0,"10,5",10.5,0,0,"0,3",0.3,"0,22",0.22,27,27,"0,08",0.08,"0,11",0.11,0,0,"39,1",39.1,0,0,229,229,0,0,"0,38",0.38,"1,7",1.7,"0,03",0.03,"0,03",0.03,93,93,"0,03",0.03,"3,3",3.3,0,0,"0,05",0.05,___,___,"8,9",8.9,"8,6",8.6,17,17,"0,43",0.43,Tr.,Tr.,"0,04",0.04,"6,1",6.1,8,8,241,241,48,48,"0,05",0.05,"0,3",0.3
110408,Zumo de piña,pineapple juice,1,1,"41,4",41.4,"89,6",89.6,0,0,"0,38",0.38,"9,7",9.7,0,0,"9,7",9.7,0,0,"0,2",0.2,"0,08",0.08,5,5,9,9,28,28,0,0,"0,5",0.5,0,0,3,3,0,0,"0,03",0.03,"0,3",0.3,"0,05",0.05,"0,02",0.02,"0,2",0.2,"0,1",0.1,8,8,0,0,"0,07",0.07,0,0,11,11,15,15,"4,5",4.5,"0,29",0.29,Tr.,Tr.,81,81,13,13,"4,6",4.6,116,116,"0,7",0.7,64,64,"0,1",0.1
110409,Zumo de pomelo,Grapefruit juice,1,1,"43,6",43.6,"89,2",89.2,0,0,"0,53",0.53,"10,1",10.1,0,0,"10,1",10.1,0,0,"0,1",0.1,"0,1",0.1,12,12,12,12,21,21,0,0,"0,92",0.92,0,0,"5,5",5.5,0,0,"0,19",0.19,0,0,33,33,18,18,"0,2",0.2,"0,02",0.02,"8,8",8.8,0,0,"0,15",0.15,"0,52",0.52,36,36,"9,3",9.3,13,13,"0,57",0.57,1,1,"0,11",0.11,8,8,"1,3",1.3,149,149,"0,01",0.01,"0,12",0.12,"0,1",0.1
110410,Zumo de tomate comercial,commercial tomato juice,1,1,"14,1",14.1,"96,4",96.4,0,0,"0,63",0.63,"2,6",2.6,0,0,"2,6",2.6,0,0,"0,3",0.3,"0,06",0.06,8,8,9,9,24,24,0,0,"11,4",11.4,0,0,"68,1",68.1,0,0,"0,35",0.35,"2,3",23,"0,04",0.04,"0,03",0.03,"0,58",0.58,"0,92",0.92,"21,9",21.9,0,0,"0,2",0.2,"1,5",1.5,"9,4",9.4,"8,6",8.6,19,19,"0,29",0.29,2,2,"0,06",0.06,"8,3",8.3,"4,8",4.8,230,230,"0,1",0.1,"0,12",0.12,"0,6",0.6
110411,Zumo de uva,grape juice,1,1,"68,1",68.1,"83,1",83.1,0,0,"0,21",0.21,"16,6",16.6,0,0,"16,6",16.6,0,0,0,0,"0,1",0.1,31,31,4,4,28,28,0,0,"0,5",0.5,0,0,3,3,0,0,Tr.,Tr.,"0,4",0.4,31,31,16,16,"0,26",0.26,22,22,1,1,0,0,"0,49",0.49,"1,2",1.2,Tr.,Tr.,13,13,12,12,"0,43",0.43,"0,48",0.48,"0,04",0.04,"8,8",8.8,"2,6",2.6,148,148,"0,05",0.05,48,48,"0,1",0.1
110412,Zumo de zanahoria,carrot juice,1,1,"24,2",24.2,"93,7",93.7,0,0,"0,63",0.63,"4,8",4.8,0,0,"4,8",4.8,0,0,"0,8",0.8,"0,1",0.1,"0,02",0.02,4,4,"0,05",0.05,0,0,437,437,0,0,2622,2622,0,0,"0,56",0.56,"15,5",15.5,92,92,55,55,"0,4",0.4,"0,2",0.2,4,4,0,0,"0,23",0.23,___,___,6,6,27,27,31,31,"0,46",0.46,7,7,"0,18",0.18,14,14,52,52,219,219,"0,13",0.13,46,46,"0,6",0.6
110413,Zumo uva y melocotón,Grape and peach juice,1,1,"52,8",52.8,87,87,0,0,"0,6",0.6,12,12,0,0,12,12,0,0,"0,15",0.15,"0,23",0.23,"0,03",0.03,57,57,"0,14",0.14,0,0,"3,6",3.6,0,0,"21,5",21.5,0,0,"0,19",0.19,"1,1",1.1,"0,03",0.03,25,25,"0,17",0.17,25,25,"2,2",2.2,0,0,"0,27",0.27,___,___,"4,5",4.5,"10,8",10.8,145,145,"0,43",0.43,"0,24",0.24,"0,04",0.04,"7,5",7.5,"5,3",5.3,191,191,"0,05",0.05,"0,05",0.05,"0,2",0.2
110501,Agua de coco,coconut water,1,1,"17,2",17.2,"95,4",95.4,0,0,"0,7",0.7,"2,6",2.6,0,0,"2,6",2.6,0,0,"1,1",1.1,"0,2",0.2,"0,76",0.76,8,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,___,___,"0,03",0.03,57,57,"0,08",0.08,32,32,3,3,0,0,___,___,___,___,"2,4",2.4,24,24,20,20,"0,29",0.29,"0,5",0.5,"0,1",0.1,25,25,105,105,250,250,___,___,___,___,1,1
110502,Bebida de almendras,almond drink,1,1,"24,3",24.3,"95,2",95.2,0,0,"0,5",0.5,3,3,0,0,3,3,3,3,"0,2",0.2,"1,1",1.1,"0,1",0.1,___,___,___,___,___,___,0,0,0,0,0,0,"0,75",0.75,"1,8",1.8,___,___,___,___,"0,21",0.21,___,___,___,___,___,___,"0,38",0.38,___,___,___,___,___,___,120,120,___,___,___,___,___,___,___,___,___,___,130,130,___,___,___,___,___,___,___,___
110503,Bebida de alpiste,Bird seed drink,1,1,45,45,"90,3",90.3,0,0,"1,2",1.2,"7,1",7.1,0,0,"3,3",3.3,"3,3",3.3,"0,39",0.39,1,1,"0,12",0.12,"0,45",0.45,"0,4",0.4,___,___,___,___,___,___,___,___,"0,75",0.75,___,___,___,___,___,___,"0,21",0.21,___,___,___,___,___,___,"0,38",0.38,___,___,___,___,___,___,120,120,___,___,___,___,___,___,___,___,___,___,48,48,___,___,___,___,___,___,___,___
110504,Bebida de avena,oat drink,1,1,"46,7",46.7,"89,6",89.6,0,0,1,1,"8,7",8.7,"5,6",5.6,"3,1",3.1,"3,1",3.1,"0,8",0.8,"0,7",0.7,"0,1",0.1,"0,4",0.4,"0,2",0.2,0,0,0,0,0,0,"31,1",31.1,0,0,"0,4",0.4,___,___,"0,03",0.03,"0,01",0.01,"0,4",0.4,"0,01",0.01,"4,6",4.6,0,0,___,___,___,___,0,0,7,7,43,43,"0,6",0.6,___,___,"0,5",0.5,"13,4",13.4,50,50,41,41,___,___,___,___,"0,9",0.9
110505,Horchata,Horchata,1,1,"97,3",97.3,79,79,0,0,"1,2",1.2,17,17,"3,1",3.1,"13,9",13.9,"13,9",13.9,"0,1",0.1,"2,7",2.7,"0,4",0.4,"1,9",1.9,"0,3",0.3,0,0,0,0,0,0,0,0,0,0,0,0,___,___,"0,02",0.02,Tr.,Tr.,"0,13",0.13,Tr.,Tr.,2,2,___,___,___,___,___,___,"0,03",0.03,29,29,26,26,"1,2",1.2,___,___,1,1,15,15,9,9,52,52,___,___,___,___,___,___
110506,"Leche de arroz enriquecida en calcio, vitamina A y D","Rice milk enriched in calcium, vitamin A and D",1,1,48,48,"89,1",89.1,0,0,"0,47",0.47,"9,2",9.2,"3,8",3.8,"5,3",5.3,0,0,"0,3",0.3,"0,97",0.97,0,0,"0,63",0.63,"0,31",0.31,0,0,"62,4",62.4,0,0,374,374,"1,1",1.1,"0,47",0.47,"0,2",0.2,27,27,"0,14",0.14,"0,39",0.39,39,39,2,2,"0,63",0.63,___,___,___,___,0,0,118,118,56,56,"0,2",0.2,___,___,"0,13",0.13,11,11,39,39,27,27,___,___,___,___,___,___
110507,Leche de coco,Coconut milk,1,1,241,241,"68,4",68.4,0,0,"2,3",23,"3,3",3.3,0,0,"3,3",3.3,"3,3",3.3,"2,2",2.2,"23,8",23.8,"21,1",21.1,1,1,"0,26",0.26,0,0,0,0,0,0,0,0,0,0,"0,15",0.15,"0,1",0.1,26,26,0,0,"0,76",0.76,33,33,16,16,0,0,"0,18",0.18,___,___,"2,6",2.6,16,16,100,100,"1,6",1.6,___,___,"0,67",0.67,37,37,15,15,263,263,"0,92",0.92,"0,27",0.27,"6,2",6.2
110601,Aguardiente,Schnapps,1,1,222,222,"68,3",68.3,"31,7",31.7,Tr.,Tr.,Tr.,Tr.,0,0,Tr.,Tr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,1,1,1,1,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,Tr.,0,0,0,0,0,0
110602,anís,anise,1,1,267,267,"61,5",61.5,"37,5",37.5,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,0,0,3,3,2,2,0,0,0,0,0,0
110603,Bíter con alcohol,Alcoholic bitters,1,1,152,152,"71,4",71.4,"12,6",12.6,0,0,16,16,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,0,0,0,0,0,0,0,0,"0,1",0.1,0,0,2,2,2,2,Tr.,Tr.,"0,01",0.01,0,0
110604,Cava,Digging,1,1,"70,5",70.5,"89,2",89.2,"9,1",9.1,"0,2",0.2,"1,5",1.5,0,0,"1,5",1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,Tr.,Tr.,"0,2",0.2,"0,02",0.02,Tr.,Tr.,0,0,0,0,___,___,0,0,10,10,7,7,"0,8",0.8,"0,01",0.01,Tr.,Tr.,6,6,4,4,48,48,___,___,___,___,___,___
110605,Cerveza,Beer,1,1,"42,4",42.4,"92,4",92.4,4,4,"0,5",0.5,"3,1",3.1,0,0,"3,1",3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,33,33,"0,43",0.43,62,62,"6,3",6.3,"0,15",0.15,"0,1",0.1,"0,5",0.5,0,0,8,8,55,55,"0,01",0.01,8,8,6,6,"9,6",9.6,"4,4",4.4,37,37,16,16,9,9,"1,2",1.2
