Area,Item,Unit,Value,Sentence
Southern Europe,Other pulses n.e.c.,t,349268.48,The production of Other pulses n.e.c. in Southern Europe is 349268.48 t per year
Southern Europe,"Other stimulant, spice and aromatic crops, n.e.c.",t,549.0,"The production of Other stimulant, spice and aromatic crops, n.e.c. in Southern Europe is 549.0 t per year"
Southern Europe,Other stone fruits,t,14700.0,The production of Other stone fruits in Southern Europe is 14700.0 t per year
Southern Europe,"Other tropical fruits, n.e.c.",t,700370.0,"The production of Other tropical fruits, n.e.c. in Southern Europe is 700370.0 t per year"
Southern Europe,"Other vegetables, fresh n.e.c.",t,796707.28,"The production of Other vegetables, fresh n.e.c. in Southern Europe is 796707.28 t per year"
Southern Europe,Palm oil,t,0.0,The production of Palm oil in Southern Europe is 0.0 t per year
Southern Europe,Peaches and nectarines,t,3066957.39,The production of Peaches and nectarines in Southern Europe is 3066957.39 t per year
Southern Europe,Pears,t,1122895.04,The production of Pears in Southern Europe is 1122895.04 t per year
Southern Europe,"Peas, dry",t,224359.09,"The production of Peas, dry in Southern Europe is 224359.09 t per year"
Southern Europe,"Peas, green",t,235860.19,"The production of Peas, green in Southern Europe is 235860.19 t per year"
Southern Europe,"Peppermint, spearmint",t,80.0,"The production of Peppermint, spearmint in Southern Europe is 80.0 t per year"
Southern Europe,Persimmons,t,455861.0,The production of Persimmons in Southern Europe is 455861.0 t per year
Southern Europe,"Pig fat, rendered",t,243052.17,"The production of Pig fat, rendered in Southern Europe is 243052.17 t per year"
Southern Europe,Pineapples,t,948.0,The production of Pineapples in Southern Europe is 948.0 t per year
Southern Europe,"Pistachios, in shell",t,23254.0,"The production of Pistachios, in shell in Southern Europe is 23254.0 t per year"
Southern Europe,Plums and sloes,t,1279261.75,The production of Plums and sloes in Southern Europe is 1279261.75 t per year
Southern Europe,Pomelos and grapefruits,t,84990.0,The production of Pomelos and grapefruits in Southern Europe is 84990.0 t per year
Southern Europe,Poppy seed,t,1099.6,The production of Poppy seed in Southern Europe is 1099.6 t per year
Southern Europe,Potatoes,t,5416243.24,The production of Potatoes in Southern Europe is 5416243.24 t per year
Southern Europe,"Pumpkins, squash and gourds",t,1512042.2,"The production of Pumpkins, squash and gourds in Southern Europe is 1512042.2 t per year"
Southern Europe,"Pyrethrum, dried flowers",t,302.84,"The production of Pyrethrum, dried flowers in Southern Europe is 302.84 t per year"
Southern Europe,Quinces,t,24058.0,The production of Quinces in Southern Europe is 24058.0 t per year
Southern Europe,Rape or colza seed,t,492598.0,The production of Rape or colza seed in Southern Europe is 492598.0 t per year
Southern Europe,"Rapeseed or canola oil, crude",t,211159.4,"The production of Rapeseed or canola oil, crude in Southern Europe is 211159.4 t per year"
Southern Europe,Raspberries,t,206803.0,The production of Raspberries in Southern Europe is 206803.0 t per year
Southern Europe,Raw cane or beet sugar (centrifugal only),t,1099210.37,The production of Raw cane or beet sugar (centrifugal only) in Southern Europe is 1099210.37 t per year
Southern Europe,Raw hides and skins of buffaloes,t,3648.58,The production of Raw hides and skins of buffaloes in Southern Europe is 3648.58 t per year
Southern Europe,Raw hides and skins of cattle,t,208582.62,The production of Raw hides and skins of cattle in Southern Europe is 208582.62 t per year
Southern Europe,Raw hides and skins of goats or kids,t,11222.74,The production of Raw hides and skins of goats or kids in Southern Europe is 11222.74 t per year
Southern Europe,Raw hides and skins of sheep or lambs,t,47381.37,The production of Raw hides and skins of sheep or lambs in Southern Europe is 47381.37 t per year
Southern Europe,Raw milk of buffalo,t,254450.0,The production of Raw milk of buffalo in Southern Europe is 254450.0 t per year
Southern Europe,Raw milk of cattle,t,27856100.29,The production of Raw milk of cattle in Southern Europe is 27856100.29 t per year
Southern Europe,Raw milk of goats,t,1066922.85,The production of Raw milk of goats in Southern Europe is 1066922.85 t per year
Southern Europe,Raw milk of sheep,t,2204427.91,The production of Raw milk of sheep in Southern Europe is 2204427.91 t per year
Southern Europe,Raw silk (not thrown),t,15.0,The production of Raw silk (not thrown) in Southern Europe is 15.0 t per year
Southern Europe,Rice,t,1976681.0,The production of Rice in Southern Europe is 1976681.0 t per year
Southern Europe,Rye,t,270545.76,The production of Rye in Southern Europe is 270545.76 t per year
Southern Europe,Safflower seed,t,5034.0,The production of Safflower seed in Southern Europe is 5034.0 t per year
Southern Europe,"Safflower-seed oil, crude",t,707.03,"The production of Safflower-seed oil, crude in Southern Europe is 707.03 t per year"
Southern Europe,"Seed cotton, unginned",t,116175.14,"The production of Seed cotton, unginned in Southern Europe is 116175.14 t per year"
Southern Europe,Sesame seed,t,40.88,The production of Sesame seed in Southern Europe is 40.88 t per year
Southern Europe,"Sheep fat, unrendered",t,23690.72,"The production of Sheep fat, unrendered in Southern Europe is 23690.72 t per year"
Southern Europe,"Shorn wool, greasy, including fleece-washed shorn wool",t,7702.04,"The production of Shorn wool, greasy, including fleece-washed shorn wool in Southern Europe is 7702.04 t per year"
Southern Europe,Silk-worm cocoons suitable for reeling,t,75.23,The production of Silk-worm cocoons suitable for reeling in Southern Europe is 75.23 t per year
Southern Europe,Skim milk and whey powder,t,206169.11,The production of Skim milk and whey powder in Southern Europe is 206169.11 t per year
Southern Europe,Skim milk of cows,t,6719720.36,The production of Skim milk of cows in Southern Europe is 6719720.36 t per year
Southern Europe,"Skim milk, condensed",t,30043.03,"The production of Skim milk, condensed in Southern Europe is 30043.03 t per year"
Southern Europe,"Skim milk, evaporated",t,0.0,"The production of Skim milk, evaporated in Southern Europe is 0.0 t per year"
Southern Europe,Sorghum,t,228969.21,The production of Sorghum in Southern Europe is 228969.21 t per year
Southern Europe,Sour cherries,t,208396.02,The production of Sour cherries in Southern Europe is 208396.02 t per year
Southern Europe,Soya bean oil,t,1434431.85,The production of Soya bean oil in Southern Europe is 1434431.85 t per year
Southern Europe,Soya beans,t,1589936.61,The production of Soya beans in Southern Europe is 1589936.61 t per year
Southern Europe,Spinach,t,297486.95,The production of Spinach in Southern Europe is 297486.95 t per year
Southern Europe,Strawberries,t,600160.0,The production of Strawberries in Southern Europe is 600160.0 t per year
Southern Europe,Sugar beet,t,5387635.75,The production of Sugar beet in Southern Europe is 5387635.75 t per year
Southern Europe,Sugar cane,t,6599.63,The production of Sugar cane in Southern Europe is 6599.63 t per year
Southern Europe,Sunflower seed,t,2145691.0,The production of Sunflower seed in Southern Europe is 2145691.0 t per year
Southern Europe,"Sunflower-seed oil, crude",t,990025.0,"The production of Sunflower-seed oil, crude in Southern Europe is 990025.0 t per year"
Southern Europe,Sweet potatoes,t,96154.68,The production of Sweet potatoes in Southern Europe is 96154.68 t per year
Southern Europe,Tallow,t,209838.15,The production of Tallow in Southern Europe is 209838.15 t per year
Southern Europe,"Tangerines, mandarins, clementines",t,2926596.69,"The production of Tangerines, mandarins, clementines in Southern Europe is 2926596.69 t per year"
Southern Europe,Tea leaves,t,100.0,The production of Tea leaves in Southern Europe is 100.0 t per year
Southern Europe,Tomatoes,t,12641024.81,The production of Tomatoes in Southern Europe is 12641024.81 t per year
Southern Europe,Triticale,t,931310.0,The production of Triticale in Southern Europe is 931310.0 t per year
Southern Europe,"True hemp, raw or retted",t,4410.0,"The production of True hemp, raw or retted in Southern Europe is 4410.0 t per year"
Southern Europe,Unmanufactured tobacco,t,105910.7,The production of Unmanufactured tobacco in Southern Europe is 105910.7 t per year
Southern Europe,Vetches,t,43816.98,The production of Vetches in Southern Europe is 43816.98 t per year
Southern Europe,"Walnuts, in shell",t,141911.17,"The production of Walnuts, in shell in Southern Europe is 141911.17 t per year"
Southern Europe,Watermelons,t,2906907.26,The production of Watermelons in Southern Europe is 2906907.26 t per year
Southern Europe,Wheat,t,19356986.22,The production of Wheat in Southern Europe is 19356986.22 t per year
Southern Europe,"Whey, condensed",t,656953.83,"The production of Whey, condensed in Southern Europe is 656953.83 t per year"
Southern Europe,"Whey, dry",t,291902.59,"The production of Whey, dry in Southern Europe is 291902.59 t per year"
Southern Europe,Whole milk powder,t,31365.41,The production of Whole milk powder in Southern Europe is 31365.41 t per year
Southern Europe,"Whole milk, condensed",t,70764.88,"The production of Whole milk, condensed in Southern Europe is 70764.88 t per year"
Southern Europe,"Whole milk, evaporated",t,39855.56,"The production of Whole milk, evaporated in Southern Europe is 39855.56 t per year"
Southern Europe,Wine,t,10012262.66,The production of Wine in Southern Europe is 10012262.66 t per year
Southern Europe,Yams,t,2327.64,The production of Yams in Southern Europe is 2327.64 t per year
Southern Europe,Yoghurt,t,616513.8,The production of Yoghurt in Southern Europe is 616513.8 t per year
Southern Europe,"Beef and Buffalo Meat, primary",t,1839937.73,"The production of Beef and Buffalo Meat, primary in Southern Europe is 1839937.73 t per year"
Southern Europe,Butter and Ghee,t,202752.0,The production of Butter and Ghee in Southern Europe is 202752.0 t per year
Southern Europe,"Cereals, primary",t,52122662.31,"The production of Cereals, primary in Southern Europe is 52122662.31 t per year"
Southern Europe,Cheese (All Kinds),t,2176884.0,The production of Cheese (All Kinds) in Southern Europe is 2176884.0 t per year
Southern Europe,"Citrus Fruit, Total",t,10397017.72,"The production of Citrus Fruit, Total in Southern Europe is 10397017.72 t per year"
Southern Europe,Eggs Primary,t,2002212.79,The production of Eggs Primary in Southern Europe is 2002212.79 t per year
Southern Europe,Evaporated & Condensed Milk,t,797617.0,The production of Evaporated & Condensed Milk in Southern Europe is 797617.0 t per year
Southern Europe,"Fibre Crops, Fibre Equivalent",t,45711.3,"The production of Fibre Crops, Fibre Equivalent in Southern Europe is 45711.3 t per year"
Southern Europe,Fruit Primary,t,45869017.39,The production of Fruit Primary in Southern Europe is 45869017.39 t per year
Southern Europe,"Meat, Poultry",t,3764781.59,"The production of Meat, Poultry in Southern Europe is 3764781.59 t per year"
Southern Europe,"Meat, Total",t,13287446.07,"The production of Meat, Total in Southern Europe is 13287446.07 t per year"
Southern Europe,"Milk, Total",t,31381901.05,"The production of Milk, Total in Southern Europe is 31381901.05 t per year"
Southern Europe,"Oilcrops, Cake Equivalent",t,2621394.0,"The production of Oilcrops, Cake Equivalent in Southern Europe is 2621394.0 t per year"
Southern Europe,"Oilcrops, Oil Equivalent",t,3611335.48,"The production of Oilcrops, Oil Equivalent in Southern Europe is 3611335.48 t per year"
Southern Europe,"Pulses, Total",t,862446.9,"The production of Pulses, Total in Southern Europe is 862446.9 t per year"
Southern Europe,"Roots and Tubers, Total",t,5423024.14,"The production of Roots and Tubers, Total in Southern Europe is 5423024.14 t per year"
Southern Europe,Sheep and Goat Meat,t,342150.38,The production of Sheep and Goat Meat in Southern Europe is 342150.38 t per year
Southern Europe,"Skim Milk & Buttermilk, Dry",t,222444.0,"The production of Skim Milk & Buttermilk, Dry in Southern Europe is 222444.0 t per year"
Southern Europe,Sugar Crops Primary,t,5387635.75,The production of Sugar Crops Primary in Southern Europe is 5387635.75 t per year
Southern Europe,"Treenuts, Total",t,1028139.0,"The production of Treenuts, Total in Southern Europe is 1028139.0 t per year"
Southern Europe,Vegetables Primary,t,30110320.89,The production of Vegetables Primary in Southern Europe is 30110320.89 t per year
Western Europe,"Almonds, in shell",t,2520.0,"The production of Almonds, in shell in Western Europe is 2520.0 t per year"
Western Europe,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",t,339.09,"The production of Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw in Western Europe is 339.09 t per year"
